1 0.0790169 0.0250408
2 0.0705747 0.0230034
3 0.0853465 0.0286467
4 0.063913 0.0196958
5 0.0769939 0.0314244
6 0.100876 0.0358488
7 0.151729 0.0511058
8 0.102659 0.0392123
9 0.103562 0.042381
10 0.217651 0.0867741
11 0.258756 0.110049
12 0.297798 0.135713
13 0.45474 0.227645
14 0.607413 0.312787
15 0.987184 0.519159
16 1.69543 1.02183
17 2.09881 1.39154
18 3.61395 2.54915
19 3.18972 2.55608
20 4.71813 4.07137
21 4.41953 4.09978
22 3.35477 3.49753
23 2.02626 2.24159
24 2.78338 3.35619
25 1.56563 2.04893
26 0.900119 1.28313
27 0.565884 0.835981
28 0.413963 0.672182
29 0.536076 0.930958
30 0.359971 0.688608
31 0.304991 0.55104
32 0.391843 0.741871
33 0.254086 0.458753
34 0.158997 0.265212
35 0.313669 0.586843
36 0.26743 0.407254
37 0.278252 0.428337
38 0.309113 0.451974
39 0.393981 0.612326
40 0.451882 0.667872
41 0.38382 0.58033
42 0.227282 0.373857
43 0.219614 0.475789
44 0.243414 0.479235
45 0.203852 0.48333
46 0.208713 0.499154
47 0.212683 0.541843
48 0.173843 0.371227
49 0.173329 0.400364
50 0.0786529 0.265829
51 0.100542 0.302895
52 0.0852669 0.288332
53 0.0732062 0.305926
54 0.0826522 0.254816
55 0.0637602 0.217134
56 0.0864259 0.258872
57 0.0533634 0.250176
58 0.0644019 0.20992
59 0.0662437 0.298867
60 0.0723795 0.254399
61 0.0623779 0.227573
62 0.0464931 0.183056
63 0.0612507 0.180765
64 0.0492589 0.169452
65 0.0409366 0.176654
66 0.0441762 0.194501
67 0.0415851 0.172013
68 0.0536573 0.292967
69 0.0475185 0.220709
70 0.0303454 0.189628
71 0.0358603 0.197099
72 0.0339954 0.177057
73 0.0371559 0.198441
74 0.0219716 0.128166
75 0.023677 0.135044
76 0.0320815 0.22405
77 0.0238615 0.186183
78 0.0204431 0.123547
79 0.0265082 0.212456
80 0.0265797 0.135797
81 0.0169796 0.0960662
82 0.02412 0.180933
83 0.0298545 0.233514
84 0.0251133 0.131733
85 0.0152468 0.131658
86 0.0168602 0.0948739
87 0.0178578 0.103389
88 0.0194012 0.160179
89 0.0175128 0.185413
90 0.0122927 0.0891026
91 0.0198179 0.115435
92 0.0157543 0.142626
93 0.0224894 0.153988
94 0.0247633 0.159381
95 0.0173912 0.140908
96 0.017747 0.121964
