1 0.0593543 0.0198312
2 0.0691438 0.0285236
3 0.0741666 0.0295634
4 0.0689382 0.0245168
5 0.0817923 0.0305089
6 0.0899416 0.0324131
7 0.0902112 0.0345134
8 0.0839304 0.0323328
9 0.182785 0.0821863
10 0.190537 0.081536
11 0.250029 0.1023
12 0.376665 0.174031
13 0.634304 0.299974
14 0.901305 0.476345
15 1.02218 0.597696
16 1.43862 0.95617
17 1.84629 1.29615
18 3.59998 2.77899
19 3.99975 3.37517
20 4.54861 4.20381
21 3.50516 3.46824
22 4.42035 4.69215
23 1.85388 2.16023
24 1.34345 1.68185
25 0.916897 1.22733
26 0.789297 1.12129
27 0.746343 1.15262
28 0.510646 0.824176
29 0.519741 0.96587
30 0.363271 0.624993
31 0.351985 0.651934
32 0.30493 0.572364
33 0.300465 0.548834
34 0.32615 0.62561
35 0.276705 0.540961
36 0.346915 0.582472
37 0.267981 0.475202
38 0.33645 0.537418
39 0.29696 0.521829
40 0.344005 0.51453
41 0.33949 0.554636
42 0.33207 0.618585
43 0.212724 0.454366
44 0.270718 0.556441
45 0.189699 0.436839
46 0.13291 0.31936
47 0.135525 0.409803
48 0.15897 0.436717
49 0.0939932 0.292033
50 0.0920323 0.220535
51 0.106423 0.278967
52 0.0655697 0.223339
53 0.0725218 0.260829
54 0.0848808 0.254294
55 0.0636858 0.193266
56 0.0756709 0.291884
57 0.0853799 0.359327
58 0.0732986 0.243171
59 0.0555823 0.210204
60 0.0607042 0.220559
61 0.0468185 0.237045
62 0.0383391 0.221326
63 0.0557134 0.184598
64 0.0424077 0.199124
65 0.0320179 0.173137
66 0.0565767 0.272004
67 0.0351405 0.201095
68 0.0315062 0.198649
69 0.0326026 0.203637
70 0.0397643 0.189098
71 0.0242926 0.184085
72 0.0273875 0.161889
73 0.0344764 0.204529
74 0.0252618 0.16959
75 0.0241303 0.225145
76 0.0302561 0.148689
77 0.0251747 0.17284
78 0.0364908 0.205583
79 0.0246695 0.173408
80 0.0188944 0.161933
81 0.020463 0.175082
82 0.0224965 0.141085
83 0.0166223 0.148941
84 0.0180438 0.134479
85 0.0284792 0.149801
86 0.0229211 0.154912
87 0.0171908 0.11262
88 0.0164751 0.149796
